ExCuSe,Dummy
65.75999999999999,145.76
65.62,145.62
65.5,145.5
65.38,145.38
65.24000000000001,145.24
65.12,145.12
65.0,145.0
64.5,144.5
64.0,144.0
63.5,143.5
63.0,143.0
62.5,142.5
62.0,142.0
61.5,141.5
61.0,141.0
59.93000000000001,139.93
58.870000000000005,138.87
57.81999999999999,137.82
56.75,136.75
55.68000000000001,135.68
54.629999999999995,134.63
53.56999999999999,133.57
52.5,132.5
52.44,132.44
52.379999999999995,132.38
52.31,132.31
52.25,132.25
52.19,132.19
52.120000000000005,132.12
52.06,132.06
52.0,132.0
51.120000000000005,131.12
50.24000000000001,130.24
49.379999999999995,129.38
48.5,128.5
47.620000000000005,127.62
46.75999999999999,126.75999999999999
45.879999999999995,125.88
45.0,125.0
175.0,125.0
175.0,125.0
175.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
45.0,125.0
175.0,125.0
225.0,125.0
175.0,125.0
175.0,125.0
43.120000000000005,123.12
41.24000000000001,121.24000000000001
180.62,119.38
37.5,117.5
35.620000000000005,115.62
33.75999999999999,113.75999999999999
211.88,111.88
220.0,110.0
134.31,104.31
138.62,98.62
172.94,92.94
167.25,87.25
161.56,81.56
165.88,75.88
190.19,70.19
144.5,64.5
183.87,63.870000000000005
183.25,63.25
152.63,62.629999999999995
182.0,62.0
151.37,61.370000000000005
140.75,60.75
150.13,60.129999999999995
149.5,59.5
139.43,59.43000000000001
149.37,59.370000000000005
159.32,59.31999999999999
149.25,59.25
159.18,59.18000000000001
139.13,59.129999999999995
149.07,59.06999999999999
159.0,59.0
159.5,59.5
160.0,60.0
150.5,60.5
131.0,61.0
131.5,61.5
228.0,62.0
142.5,62.5
63.0,63.0
131.87,61.870000000000005
130.75,60.75
139.63,59.629999999999995
168.5,58.5
167.37,57.370000000000005
166.25,56.25
45.129999999999995,55.129999999999995
174.0,54.0
174.81,54.81
15.620000000000005,55.620000000000005
56.44,56.44
57.25,57.25
128.06,58.06
38.879999999999995,58.879999999999995
59.69,59.69
60.5,60.5
40.81,60.81
41.120000000000005,61.120000000000005
61.44,61.44
61.75,61.75
62.06,62.06
62.379999999999995,62.379999999999995
62.69,62.69
63.0,63.0
142.5,62.5
62.0,62.0
61.5,61.5
61.0,61.0
60.5,60.5
60.0,60.0
169.5,59.5
59.0,59.0
178.31,58.31
127.62,57.620000000000005
96.94,56.94
166.25,56.25
125.56,55.56
54.879999999999995,54.879999999999995
164.19,54.19
163.5,53.5
93.07,53.06999999999999
172.63,52.629999999999995
92.18,52.18000000000001
141.75,51.75
171.32,51.31999999999999
140.87,50.870000000000005
140.43,50.43000000000001
170.0,50.0
109.74000000000001,49.74000000000001
119.5,49.5
139.26,49.25999999999999
9.0,49.0
8.740000000000009,48.74000000000001
188.5,48.5
118.25999999999999,48.25999999999999
8.0,48.0
117.37,47.370000000000005
6.75,46.75
166.13,46.129999999999995
115.5,45.5
164.87,44.870000000000005
184.25,44.25
163.63,43.629999999999995
113.0,43.0
163.81,43.81
84.62,44.620000000000005
165.44,45.44
36.25,46.25
87.06,47.06
27.879999999999995,47.879999999999995
168.69,48.69
169.5,49.5
33.5,53.5
27.5,57.5
58.5,61.5
64.5,65.5
60.5,69.5
66.5,73.5
72.5,77.5
78.5,81.5
68.31,81.69
68.13,81.87
57.94,82.06
57.75,82.25
57.56,82.44
57.370000000000005,82.63
67.19,82.81
57.0,83.0
66.63,83.37
36.25,83.75
75.87,84.13
55.5,84.5
15.129999999999995,84.87
14.75,85.25
14.370000000000005,85.63
24.0,86.0
33.56,86.44
23.120000000000005,86.88
22.689999999999998,87.31
62.25,87.75
21.810000000000002,88.19
61.379999999999995,88.62
60.94,89.06
70.5,89.5
10.069999999999993,89.93
9.629999999999995,90.37
9.180000000000007,90.82
8.75,91.25
18.319999999999993,91.68
67.87,92.13
27.430000000000007,92.57
67.0,93.0
66.87,93.13
26.74000000000001,93.25999999999999
16.629999999999995,93.37
16.5,93.5
16.370000000000005,93.63
16.25999999999999,93.74000000000001
16.129999999999995,93.87
16.0,94.0
15.189999999999998,94.81
14.379999999999995,95.62
13.560000000000002,96.44
32.75,97.25
31.939999999999998,98.06
31.120000000000005,98.88
30.310000000000002,99.69
29.5,100.5
28.629999999999995,101.37
27.75999999999999,102.24000000000001
26.870000000000005,103.13
26.0,104.0
25.129999999999995,104.87
24.24000000000001,105.75999999999999
23.370000000000005,106.63
22.5,107.5
20.310000000000002,109.69
18.120000000000005,111.88
5.939999999999998,114.06
3.75,116.25
11.560000000000002,118.44
9.379999999999995,120.62
7.189999999999998,122.81
5.0,125.0
4.6299999999999955,125.37
45.74000000000001,125.74000000000001
46.129999999999995,126.13
46.5,126.5
46.870000000000005,126.87
47.25999999999999,127.25999999999999
47.629999999999995,127.63
48.0,128.0
48.870000000000005,128.87
49.75,129.75
50.629999999999995,130.63
51.5,131.5
52.370000000000005,132.37
53.25,133.25
54.129999999999995,134.13
55.0,135.0
55.75,135.75
56.5,136.5
57.25,137.25
58.0,138.0
58.75,138.75
59.5,139.5
60.25,140.25
61.0,141.0
61.44,141.44
61.879999999999995,141.88
62.31,142.31
62.75,142.75
63.19,143.19
63.620000000000005,143.62
64.06,144.06
64.5,144.5
65.06,145.06
65.63,145.63
66.19,146.19
66.75,146.75
67.31,147.31
67.87,147.87
68.44,148.44
69.0,149.0
69.56,149.56
70.13,150.13
70.69,150.69
71.25,151.25
71.81,151.81
67.63,152.37
67.06,152.94
73.5,153.5
74.0,154.0
74.5,154.5
75.0,155.0
75.5,155.5
76.0,156.0
76.5,156.5
77.0,157.0
77.5,157.5
77.82,157.82
78.13,158.13
78.43,158.43
78.75,158.75
79.07,159.07
79.37,159.37
79.68,159.68
80.0,160.0
80.56,160.56
81.12,161.12
81.69,161.69
82.25,162.25
82.81,162.81
83.38,163.38
83.94,163.94
84.5,164.5
85.0,165.0
85.5,165.5
86.0,166.0
86.5,166.5
87.0,167.0
87.5,167.5
88.0,168.0
88.5,168.5
88.69,168.69
88.88,168.88
89.06,169.06
89.25,169.25
89.44,169.44
89.62,169.62
89.81,169.81
90.0,170.0
90.19,170.19
90.37,170.37
90.56,170.56
90.75,170.75
90.94,170.94
91.13,171.13
91.31,171.31
91.5,171.5
91.25,171.25
91.0,171.0
90.75,170.75
90.5,170.5
90.25,170.25
90.0,170.0
89.75,169.75
89.5,169.5
89.81,169.81
90.13,170.13
90.44,170.44
90.75,170.75
91.06,171.06
91.37,171.37
91.69,171.69
92.0,172.0
91.75,171.75
91.5,171.5
91.25,171.25
91.0,171.0
90.75,170.75
90.5,170.5
90.25,170.25
90.0,170.0
90.44,170.44
90.88,170.88
91.31,171.31
91.75,171.75
92.19,172.19
92.62,172.62
93.06,173.06
93.5,173.5
93.62,173.62
93.74000000000001,173.74
93.88,173.88
94.0,174.0
94.12,174.12
94.25999999999999,174.26
94.38,174.38
94.5,174.5
96.68,176.68
98.87,178.87
101.07,181.07
103.25,183.25
105.43,185.43
107.63,187.63
109.82,189.82
112.0,192.0
112.13,192.13
112.25999999999999,192.26
147.63,192.37
112.5,192.5
112.63,192.63
112.74000000000001,192.74
112.87,192.87
113.0,193.0
113.69,193.69
114.37,194.37
115.06,195.06
115.75,195.75
116.44,196.44
117.13,197.13
117.81,197.81
118.5,198.5
118.81,198.81
119.13,199.13
119.44,199.44
119.75,199.75
120.06,200.06
120.37,200.37
120.69,200.69
121.0,201.0
120.75,200.75
120.5,200.5
120.25,200.25
120.0,200.0
119.75,199.75
119.5,199.5
119.25,199.25
119.0,199.0
118.94,198.94
118.88,198.88
118.81,198.81
118.75,198.75
118.69,198.69
118.62,198.62
118.56,198.56
118.5,198.5
117.87,197.87
117.24000000000001,197.24
116.63,196.63
116.0,196.0
115.37,195.37
114.75999999999999,194.76
114.13,194.13
113.5,193.5
113.12,193.12
112.75,192.75
112.38,192.38
112.0,192.0
111.62,191.62
111.25,191.25
110.88,190.88
110.5,190.5
110.32,190.32
110.13,190.13
109.93,189.93
109.75,189.75
109.57,189.57
109.37,189.37
109.18,189.18
109.0,189.0
221.74,188.26
107.5,187.5
106.74000000000001,186.74
106.0,186.0
105.25999999999999,185.26
104.5,184.5
103.74000000000001,183.74
103.0,183.0
102.13,182.13
101.25,181.25
100.37,180.37
99.5,179.5
98.63,178.63
97.75,177.75
96.87,176.87
96.0,176.0
94.75,174.75
93.5,173.5
92.25,172.25
91.0,171.0
89.75,169.75
88.5,168.5
87.25,167.25
86.0,166.0
85.32,165.32
84.63,164.63
83.93,163.93
83.25,163.25
82.57,162.57
81.87,161.87
158.82,161.18
159.5,160.5
79.82,159.82
160.87,159.13
78.43,158.43
77.75,157.75
77.07,157.07
153.63,156.37
75.68,155.68
75.0,155.0
73.93,153.93
12.870000000000005,152.87
11.819999999999993,151.82
10.75,150.75
9.680000000000007,149.68
8.629999999999995,148.63
7.569999999999993,147.57
6.5,146.5
4.689999999999998,144.69
2.8700000000000045,142.87
1.0600000000000023,141.06
0.75,139.25
2.5600000000000023,137.44
5.6299999999999955,135.63
3.8100000000000023,133.81
8.0,132.0
0.5,130.5
1.0,129.0
7.5,127.5
4.0,126.0
5.5,124.5
7.0,123.0
18.5,121.5
10.0,120.0
10.5,119.5
1.0,119.0
1.5,118.5
12.0,118.0
2.5,117.5
3.0,117.0
3.5,116.5
6.0,116.0
4.8700000000000045,114.87
3.75,113.75
7.3700000000000045,112.63
1.5,111.5
0.37000000000000455,110.37
0.75,109.25
1.8700000000000045,108.13
7.0,107.0
4.810000000000002,105.19
6.6299999999999955,103.37
1.5600000000000023,101.56
0.25,99.75
2.0600000000000023,97.94
23.870000000000005,96.13
15.689999999999998,94.31
17.5,92.5
18.310000000000002,91.69
19.120000000000005,90.88
19.939999999999998,90.06
20.75,89.25
21.560000000000002,88.44
22.379999999999995,87.62
23.189999999999998,86.81
24.0,86.0
24.689999999999998,85.31
25.379999999999995,84.62
26.060000000000002,83.94
26.75,83.25
27.439999999999998,82.56
28.120000000000005,81.88
78.81,81.19
79.5,80.5
79.68,80.32
79.87,80.13
80.07,79.93
80.25,79.75
80.43,79.57
80.63,79.37
30.819999999999993,79.18
31.0,79.0
21.0,79.0
1.0,79.0
1.0,79.0
1.0,79.0
1.0,79.0
1.0,79.0
1.0,79.0
1.0,79.0
0.25,79.75
0.5,80.5
1.25,81.25
162.0,82.0
27.25,82.75
36.5,83.5
45.75,84.25
45.0,85.0
54.44,85.56
53.879999999999995,86.12
63.31,86.69
32.0,188.0
32.0,188.0
32.0,188.0
22.0,188.0
22.0,188.0
32.0,188.0
32.0,188.0
32.0,188.0
22.360000000000014,187.64
12.720000000000027,187.27999999999997
23.080000000000013,186.92
23.419999999999987,186.58
43.77999999999997,186.22000000000003
24.139999999999986,185.86
34.5,185.5
